feedback_text,occurred_at,source,external_ref,rating,platform,source_url
无脑零开大点两下长枪你就死了，人家三刀都不死，你气不气😂😂😂就会在龙珠房偷袭了,2026-07-15T00:51:16+08:00,taptap_review,moment:826257235620400668,1,TapTap,https://www.taptap.cn/review/49615466
有没有能熬夜的跟我一起玩4队口牙，这游戏没有人一起玩真的感觉没意思,2026-07-15T01:16:14+08:00,taptap_review,moment:826263518645849464,5,TapTap,https://www.taptap.cn/review/49615657
嗯，特别好玩，大金的话玩两局里面有一局会有一个小金，但是如果玩好多局就能大吃,2026-07-15T01:35:57+08:00,taptap_review,moment:826268479836392097,5,TapTap,https://www.taptap.cn/review/49615811
青蛙咬住人的时候，能不能给四五秒的保护时间？被青蛙咬之后，其他怪物照样给你来几脚，直接给你踹死了，气死我了，特别是那个青蛙来两三个,2026-07-15T02:14:30+08:00,taptap_review,moment:826278181739695978,1,TapTap,https://www.taptap.cn/review/49616039
第一次出大金,2026-07-15T02:16:22+08:00,taptap_review,moment:826278650646104044,5,TapTap,https://www.taptap.cn/review/49616046
这还是我认识的古城吗？,2026-07-15T02:33:49+08:00,taptap_review,moment:826283044527672175,5,TapTap,https://www.taptap.cn/review/49616113
叠甲+避雷 （游戏诱导消费严重例如好运榜活动【现相关内容官方已删除但是确实有）2外挂泛滥风气差从未有过任何多队开挂封10年（别的游戏开挂都封10年到你这做不到呗） 3游戏官方无作为（甚至qq官方群管理都是玩家你敢信？）4外挂盗号申诉回来（更多的是审核不通过不予受理）第二次被盗就无法申诉,2026-07-15T03:20:56+08:00,taptap_review,moment:826294899283331816,1,TapTap,https://www.taptap.cn/review/49616329
命运你假糍粑 命运你阿帕次 命运你赔18个币 命运你satisfaction,2026-07-15T05:00:58+08:00,taptap_review,moment:826320074930390151,5,TapTap,https://www.taptap.cn/review/49616660
很好玩，玩了一年多了,2026-07-15T05:21:33+08:00,taptap_review,moment:826325254841305728,5,TapTap,https://www.taptap.cn/review/49616706
全是挂,2026-07-15T05:41:31+08:00,taptap_review,moment:826330281186165790,1,TapTap,https://www.taptap.cn/review/49616735
你有管过挂吗没管过挂对不一晚上一堆挂你有没有管你不管，还开啥游戏你封他们就封一天的给他们休息呢，咋不给他们封号啊评论区，你是一条不看你就算看到了也不改吧大不了你这游戏别开了你这游戏还是改成挂挂游戏吧实在不行，你这游戏也别开我跟你杠到底了,2026-07-15T06:32:20+08:00,taptap_review,moment:826343068943779740,5,TapTap,https://www.taptap.cn/review/49616844
-为什么我看不到人物和怪物的建模（只能看到特效）,2026-07-15T07:49:48+08:00,taptap_review,moment:826362562441381880,5,TapTap,https://www.taptap.cn/review/49617085
非常好玩，就是金棺爆率有点低。全是金樽,2026-07-15T08:36:53+08:00,taptap_review,moment:826374413254394043,5,TapTap,https://www.taptap.cn/review/49617337
挂多,2026-07-15T09:38:56+08:00,taptap_review,moment:826390026219684892,4,TapTap,https://www.taptap.cn/review/49617783
大金爆率很多。刷房间号 ，和好友一起玩耍，快乐爆款,2026-07-15T09:57:43+08:00,taptap_review,moment:826394755561687036,5,TapTap,https://www.taptap.cn/review/49617909
我天呐管管挂吧现在的挂满地都是嚣张成啥了战绩连看都看不了摸金有摸金挂多队有多队挂真神了,2026-07-15T10:07:23+08:00,taptap_review,moment:826397188455138523,1,TapTap,https://www.taptap.cn/review/49617995
依旧爆率感人,2026-07-15T12:03:38+08:00,taptap_review,moment:826426440445595425,2,TapTap,https://www.taptap.cn/review/49619304
这里的签到我很喜欢，可以有兑换码，兑换铲铲币，还有表情包。要是有永久的就好了，如果有签到时长的奖励就更好了，可以奖励一个永久皮肤。虽然我很希望这样。,2026-07-15T12:13:30+08:00,taptap_review,moment:826428926883529488,4,TapTap,https://www.taptap.cn/review/49619428
有点恐怖，死了好几把才测出来一把，希望加强爆率,2026-07-15T13:57:56+08:00,taptap_review,moment:826455204797875996,3,TapTap,https://www.taptap.cn/review/49620776
很⭕钱,2026-07-15T14:26:08+08:00,taptap_review,moment:826462303489623381,4,TapTap,https://www.taptap.cn/review/49621108
🎮可玩性：画面有点模糊，其他都可以,2026-07-15T14:41:50+08:00,taptap_review,moment:826466254997949070,3,TapTap,https://www.taptap.cn/review/49621307
还行吧，我经常玩破产，但我还是想玩，求大佬带,2026-07-15T15:25:45+08:00,taptap_review,moment:826477305416122884,4,TapTap,https://www.taptap.cn/review/49621851
游戏是好玩，就是越来越圈钱,2026-07-15T15:26:46+08:00,taptap_review,moment:826477560362696722,3,TapTap,https://www.taptap.cn/review/49621866
感觉很一般呀，摸金模式特别难。,2026-07-15T15:28:09+08:00,taptap_review,moment:826477909773388721,4,TapTap,https://www.taptap.cn/review/49621883
本人S3入坑那是多队环境很好几乎没有挂，现在多队环境差的要死，爆率低的要死，挂是满天飞，整天只想着出皮肤圈钱根本没想过管，还有一些人看我用的原皮就嘲讽还有皮肤歧视，想办法管管吧别想着圈钱了，还有就是吃相太难看了，举报系统完全没有用的，从来不封氪金的因为封了谁还给送钱，整天就知道圈圈圈，管一管能死啊,2026-07-15T15:40:32+08:00,taptap_review,moment:826481027156279303,1,TapTap,https://www.taptap.cn/review/49622050
我真求求了 就是爆率低一点 其他都还好 但是挂有点多,2026-07-15T15:50:02+08:00,taptap_review,moment:826483417490132687,5,TapTap,https://www.taptap.cn/review/49622181
我是真没招了超自然，四队全是挂，摸金全是垃圾，爆率可怜，游戏也可怜，咱那个挂真的就是管控不了吗，我在公屏滴个兔子你给我禁言了什么意思，你自己去看看人头榜你自己笑了没？我是真没招了，全是挂啊，我号挂都没开过，前号主练飞天给自己练破产了，你告诉我哪来的挂，因为我卡头还是红卡签，你干脆退款别开了行不行，就知道圈钱，我真是服了。游戏风气烂的离谱，我真是后悔之前玩这个游戏，天天就知道匹配挂，游戏体验感极差，之前更是挂狗泛滥，现在也是挂狗泛滥。,2026-07-15T16:06:38+08:00,taptap_review,moment:826487596589779097,1,TapTap,https://www.taptap.cn/review/49622387
taptap的号登不上了是怎么回事（密码忘了）,2026-07-15T17:23:20+08:00,taptap_review,moment:826506899250741591,2,TapTap,https://www.taptap.cn/review/49623493
挺不错的，就是希望官方能把大金的爆率放高点，多送一点武器皮，角色皮,2026-07-15T18:02:23+08:00,taptap_review,moment:826516726056223938,5,TapTap,https://www.taptap.cn/review/49624021
体验感挺好的，但这个新皮肤的爆率好低啊，一直在重复，好玩是好玩，但是能不能提高爆率啊？爆率是真的低呀，充了800块钱就爆了两个皮肤，就懒得喷了，最后还是兑换了这个皮肤唉,2026-07-15T18:10:14+08:00,taptap_review,moment:826518701426607168,3,TapTap,https://www.taptap.cn/review/49624116
角色需要的特殊物品爆率太低了,2026-07-15T19:32:35+08:00,taptap_review,moment:826539424576700600,1,TapTap,https://www.taptap.cn/review/49625146
爆率很高，搜打撤游戏里面，我觉得这个是很好的,2026-07-15T19:35:47+08:00,taptap_review,moment:826540228205348128,5,TapTap,https://www.taptap.cn/review/49625180
和朋友一起摸金打四队很有趣。不过这个要考技术，唉，技术不行的，比如我，只能靠朋友了。是好玩儿的哦,2026-07-15T19:39:40+08:00,taptap_review,moment:826541208619715466,4,TapTap,https://www.taptap.cn/review/49625231
"挺好的，大金能不能多出点，怪物的伤害能不能少点儿？
总之就是非常好玩哈。",2026-07-15T19:47:25+08:00,taptap_review,moment:826543158392261759,5,TapTap,https://www.taptap.cn/review/49625335
"嫦娥设计出来就是狗shi,被吸引不能攻击，不能蹲下跳跃，走也走不动，还可以和别的怪物联合狩猎，不纯有病嘛？",2026-07-15T19:55:45+08:00,taptap_review,moment:826545253094789071,1,TapTap,https://www.taptap.cn/review/49625426
给我神龙给我雮尘珠给我凤冠啥也不给我抽奖也从来没有一发中黑死了奶茶也不给我(╥_╥),2026-07-15T20:12:15+08:00,taptap_review,moment:826549407078941710,1,TapTap,https://www.taptap.cn/review/49625622
挺好玩的，但是官方太圈钱，游戏环境也不好,2026-07-15T20:25:21+08:00,taptap_review,moment:826552705156646167,2,TapTap,https://www.taptap.cn/review/49625764
兰的爆率超高！用古琴炼的东西大部分能出大金！[表情_开心][表情_开心][表情_开心],2026-07-15T20:41:13+08:00,taptap_review,moment:826556694929606216,5,TapTap,https://www.taptap.cn/review/49625967
可玩性超级好，画面音乐非常好运营服务非常好，建议无,2026-07-15T21:02:31+08:00,taptap_review,moment:826562058051911935,5,TapTap,https://www.taptap.cn/review/49626241
管管挂,2026-07-15T21:08:43+08:00,taptap_review,moment:826563617049545809,1,TapTap,https://www.taptap.cn/review/49626338
美味在四队被佛了之后得到一个生肖牛，然后在最后关头又练出了个面具,2026-07-15T21:22:54+08:00,taptap_review,moment:826567186976869432,4,TapTap,https://www.taptap.cn/review/49626534
构思打个4队全是挂就封几小时EX,2026-07-15T21:39:13+08:00,taptap_review,moment:826571293917709586,1,TapTap,https://www.taptap.cn/review/49626768
除了氪金多,2026-07-15T21:46:50+08:00,taptap_review,moment:826573209598953914,5,TapTap,https://www.taptap.cn/review/49626902
依旧用脚做游戏用心做充值这一块,2026-07-15T21:49:50+08:00,taptap_review,moment:826573965601276021,1,TapTap,https://www.taptap.cn/review/49626950
希望我的爆率提高,2026-07-15T22:09:23+08:00,taptap_review,moment:826578884924276877,5,TapTap,https://www.taptap.cn/review/49627200
我爆率有点高,2026-07-15T22:21:52+08:00,taptap_review,moment:826582025703001741,5,TapTap,https://www.taptap.cn/review/49627354
玩了也一年左右了，氪了也不下3000，爆率低得一坨，只会⭕💰哈，现在发这些福利估计也是因为有代号梦核要出来了所以开始着急了，总体评价就是一坨，现在已经卖号跑路咯（放的图片是我玩过的证明，现在卖号了，号主不是我）,2026-07-15T22:31:01+08:00,taptap_review,moment:826584326685592573,1,TapTap,https://www.taptap.cn/review/49627493
"✍🏻建议：
希望多给点免费皮肤",2026-07-15T22:31:23+08:00,taptap_review,moment:826584418717009607,4,TapTap,https://www.taptap.cn/review/49627504
你就继续乱抄吧😂😂😂拼好游，建模也好恶心😂,2026-07-15T22:44:33+08:00,taptap_review,moment:826587734293351426,1,TapTap,https://www.taptap.cn/review/49627680
玩法简单,2026-07-15T23:09:18+08:00,taptap_review,moment:826593962390194008,5,TapTap,https://www.taptap.cn/review/49627987
垃圾游戏，挂比不开的人还多全是挂，我一个没开过的把把都是挂怎么玩，要不我也去开？举报也没用，,2026-07-15T23:12:20+08:00,taptap_review,moment:826594724344235161,1,TapTap,https://www.taptap.cn/review/49628023
喜欢圈钱，游戏bug一堆不修，之前还说过最听劝的游戏，近用来出皮肤了是吧，兵勇像有病似的跟着玩家走，在镜子猜拳呢，来两个兵勇玩啥啊,2026-07-15T23:16:56+08:00,taptap_review,moment:826595884044128206,1,TapTap,https://www.taptap.cn/review/49628074
steam上面都有类似的游戏，抄都抄不明白，秒人的怪都能直接刷人脸上。,2026-07-15T23:51:19+08:00,taptap_review,moment:826604534628354176,1,TapTap,https://www.taptap.cn/review/49628498
超自然官方，为什么我们玩家每次举报外挂的时候都没有得到什么结果呢?反而外挂还变多了，超自然官方，希望能给我一个结果吗,2026-07-16T00:00:27+08:00,taptap_review,moment:826606833849336334,5,TapTap,https://www.taptap.cn/review/49628614
感觉对新手不是很友好[表情_喷],2026-07-16T00:03:55+08:00,taptap_review,moment:826607707027931607,1,TapTap,https://www.taptap.cn/review/49628671
全是挂，举报了也没有用,2026-07-16T00:37:30+08:00,taptap_review,moment:826616160760892717,1,TapTap,https://www.taptap.cn/review/49629013
挂人，辱骂女生，进游戏莫名其妙就说我朋友是卖的，看见我朋友皮肤比他多，就一直在那骂，超自然能不能管管？,2026-07-16T00:53:22+08:00,taptap_review,moment:826620153448893976,1,TapTap,https://www.taptap.cn/review/49629147
我玩有时间限制,2026-07-16T00:55:31+08:00,taptap_review,moment:826620694635743354,1,TapTap,https://www.taptap.cn/review/49629163
"难绷，开棺爆率低成啥了，连个保底都没有
龙宫红门里经常一堆笛子金樽，那辛辛苦苦找红门的意义是？开到大金有负重，跑几步没体力，喝黄牛也就多跑几步，啥时候把负重删了？
挂局里装备全掉完，一朝回到解放前，地图也是一言难尽，到处封闭路口，不规则地形
还出秒杀机制无敌怪，充钱也就多一个格子，腰包塞六个摸金符吗？那充钱的意义是在？
那个蛤蟆我都懒得说，费时间费一个摸金符掉满格血手还长，
云南虫谷地图里弓弩成精，进门走两步一个弓弩，地图送给弓弩算了，一个紫蘑菇吃残血三个摸金符，跟旋转大熊兵俑有异曲同工之妙
拿电脑端游的难度进手游，完全不考虑市场
放弃摸金去四队吧，走两步一个挂
去怪物农场种菜养老吧，商店的种子是不常驻的，要等刷新的，帮工怪物是有耐力值的，会累的，懒得社交是要强行联机的，看着别人来你菜地跑来跑去的
不能我一个人难受，都来！！！五星好评！",2026-07-16T01:04:00+08:00,taptap_review,moment:826622827812620883,5,TapTap,https://www.taptap.cn/review/49629223
兰可以的,2026-07-16T01:51:23+08:00,taptap_review,moment:826634751006737431,5,TapTap,https://www.taptap.cn/review/49629539
太好玩了，这游戏没有外挂，一点也不氪金，开棺的爆率超高,2026-07-16T01:51:57+08:00,taptap_review,moment:826634895953496114,1,TapTap,https://www.taptap.cn/review/49629544
土豆服务器，玩法新颖，但是建模真的不行，玩家建议也不听，只知道出一堆皮肤圈钱,2026-07-16T01:52:39+08:00,taptap_review,moment:826635071443177251,1,TapTap,https://www.taptap.cn/review/49629547
四队全是挂，玩都玩不了，说会封，结果呢，越来越多，盘点挂最多的游戏🙄🙄🙄,2026-07-16T01:56:04+08:00,taptap_review,moment:826635929362893119,1,TapTap,https://www.taptap.cn/review/49629574
土豆服务器，对局中莫名其妙就会断，四队挂横行，体验差，官方圈钱,2026-07-16T02:02:15+08:00,taptap_review,moment:826637486036878154,1,TapTap,https://www.taptap.cn/review/49629617
确实好玩，虽然说确实是在打压挂了，但是那么多也惩治不完，好怀念之前四队没有挂的日子,2026-07-16T03:06:53+08:00,taptap_review,moment:826653752638309271,3,TapTap,https://www.taptap.cn/review/49629880
个人感觉说实话风气差的要死。挂多拉完了。,2026-07-16T03:33:09+08:00,taptap_review,moment:826660361309523283,1,TapTap,https://www.taptap.cn/review/49629957
我从不火的时候就玩了，现在真的很圈，免费皮还被建模骑士，现在萌新很难玩下去，还有一些9岁10岁就找对象了，还有一些恶俗房间，还有很多挂，我靠山PC纯绿顶飞一个号被封过三次，挂不封老封绿丸，这游戏在不改变就会成为时代的眼泪，号价也压的很严重,2026-07-16T04:00:29+08:00,taptap_review,moment:826667239271829416,3,TapTap,https://www.taptap.cn/review/49630038
一般吧。摸金模式改改联合狩猎这一情况比较好。多队某些玩法还是太恶心了，比如一直扔闪光弹你看看恶不恶心。,2026-07-16T05:12:06+08:00,taptap_review,moment:826685266046487015,4,TapTap,https://www.taptap.cn/review/49630193
我的号被盗了 手机号邮箱都被换了 愣是找不回来 超自然你想干嘛,2026-07-16T06:13:50+08:00,taptap_review,moment:826700801530400718,1,TapTap,https://www.taptap.cn/review/49630303
老是抽皮肤保底，但是还是很不错的,2026-07-16T08:14:04+08:00,taptap_review,moment:826731059637914502,5,TapTap,https://www.taptap.cn/review/49630699
超自然什么东西？你自己玩过没有？打个龙宫没有挂连棺都找不见，小黄怎么一个都扫不到，你这是加强了个什么，你那个马赛克那么大片我都找不见,2026-07-16T08:19:21+08:00,taptap_review,moment:826732385558070575,1,TapTap,https://www.taptap.cn/review/49630730
建议大家都去玩，也可以帮我提升一下，扫码一下就可以,2026-07-16T09:22:04+08:00,taptap_review,moment:826748169994897151,5,TapTap,https://www.taptap.cn/review/49631154
好玩爆率高,2026-07-16T11:00:33+08:00,taptap_review,moment:826772953071880809,5,TapTap,https://www.taptap.cn/review/49632119
好玩就是废钱,2026-07-16T11:03:44+08:00,taptap_review,moment:826773753697406053,4,TapTap,https://www.taptap.cn/review/49632148
我怪太多了,2026-07-16T11:37:49+08:00,taptap_review,moment:826782333016213201,4,TapTap,https://www.taptap.cn/review/49632643
无缘无故干被盗了都被解绑被人挂买申诉都一直不成功我真啊充了六千八百多我真,2026-07-16T11:48:47+08:00,taptap_review,moment:826785092889219058,1,TapTap,https://www.taptap.cn/review/49632770
为啥我pc飞天清图之后自动降智,2026-07-16T11:49:46+08:00,taptap_review,moment:826785340063745370,1,TapTap,https://www.taptap.cn/review/49632780
这是我见过的一个唯一一个挂能踩到玩家头上的游戏S3玩的，现在已卖号退游。号价贬值，bug也不修，皮肤照样出，冷门角色照样不管，沙币游戏，谁玩谁冤大头,2026-07-16T11:50:05+08:00,taptap_review,moment:826785419113794335,1,TapTap,https://www.taptap.cn/review/49632785
可，别玩，我怕他不给我大金所以好评,2026-07-16T11:52:56+08:00,taptap_review,moment:826786135974874824,5,TapTap,https://www.taptap.cn/review/49632818
还好吧，就是皮肤可以再美化美化,2026-07-16T12:23:47+08:00,taptap_review,moment:826793899535109227,4,TapTap,https://www.taptap.cn/review/49633236
虫谷蛇妖都够阴了，一局碎我四个符,2026-07-16T12:28:05+08:00,taptap_review,moment:826794984714799156,4,TapTap,https://www.taptap.cn/review/49633288
太棒了，特别喜欢玩,2026-07-16T12:30:16+08:00,taptap_review,moment:826795531450713279,5,TapTap,https://www.taptap.cn/review/49633307
可玩性较高,2026-07-16T12:57:54+08:00,taptap_review,moment:826802484566556874,4,TapTap,https://www.taptap.cn/review/49633681
灵契获取方式实在太少了，零氪只能一周一周的等，老玩家嫌没用，新玩家嫌太少，希望能把灵契的获取方式搞多一点，别让他只能换员工了吧，增加灵契的一两个用处,2026-07-16T13:07:20+08:00,taptap_review,moment:826804859880604974,5,TapTap,https://www.taptap.cn/review/49633818
还是挺好玩的，就是怪物伤害有点高，。,2026-07-16T13:07:41+08:00,taptap_review,moment:826804947445092090,5,TapTap,https://www.taptap.cn/review/49633822
不是不是超自然官方你管一下呀，现在四队都是挂，你就不能管一下呀，不是说没有挂了吗？咋突然又给四队放这么多的挂进来有病吧？,2026-07-16T13:14:05+08:00,taptap_review,moment:826806559521638888,1,TapTap,https://www.taptap.cn/review/49633917
挂哥满天飞，聊天频道也一堆骗子，还有买片的，盗号的，摸金爆率时好时坏,2026-07-16T13:20:34+08:00,taptap_review,moment:826808189839216033,1,TapTap,https://www.taptap.cn/review/49634016
致敬挂最少的游戏,2026-07-16T13:48:29+08:00,taptap_review,moment:826815216829336476,1,TapTap,https://www.taptap.cn/review/49634379
超自然越来越圈钱了，我从25年八月份开始玩，到26年五月份就没在玩了，氪条1000＋次次保底，三个道具皮吃满保底，莉莉卡池第8抽还没中，已经不想再给超自然花钱了，本身很爱打四队，现在四队满天飞的挂，想练飞天但四队环境让幼飞或者想练飞的人很迷茫，想了想还是退游吧，超自然虐我千百遍，还有下一个坑等我踩[表情_叹气],2026-07-16T13:56:29+08:00,taptap_review,moment:826817228748882803,1,TapTap,https://www.taptap.cn/review/49634486
进不去,2026-07-16T14:11:37+08:00,taptap_review,moment:826821038707835966,1,TapTap,https://www.taptap.cn/review/49634717
卡死了 滚吧,2026-07-16T14:50:13+08:00,taptap_review,moment:826830752304859478,1,TapTap,https://www.taptap.cn/review/49635341
这个游戏是我见过外挂最少的游戏😂😂😂，一堆外挂就算了还有xyy？本人是在去年6月开始玩的那个时候游戏环境还挺不错的，4队有没有外挂，直到25年月底就不一样了，超自然就出现了外挂，4队也不另外。官方想抓外挂早就抓了，不是因为圈💰？从26年开始大量外挂涌入游戏，不是说打击外挂？零容忍吗？我看是说着玩的吧😂😂,2026-07-16T14:58:29+08:00,taptap_review,moment:826832831622680459,3,TapTap,https://www.taptap.cn/review/49635478
爆率太“高”了，连续几局全关开完微微安重铸完全是紫龙珠房地上也没有大金，直接退游了,2026-07-16T15:08:34+08:00,taptap_review,moment:826835369327594274,1,TapTap,https://www.taptap.cn/review/49635640
你有病吧，上来就被鬼新娘锁。你想怎么滴？你脑瓜子有病吧。还是在车里面啊。你妈，怎么会有人玩这种英雄妈都不行。趁早别玩儿,2026-07-16T15:31:54+08:00,taptap_review,moment:826841242544374806,1,TapTap,https://www.taptap.cn/review/49636052
爆率非常的高也是,2026-07-16T15:37:34+08:00,taptap_review,moment:826842666166652377,5,TapTap,https://www.taptap.cn/review/49636157
好玩，但有的时候会比较无聊,2026-07-16T15:39:32+08:00,taptap_review,moment:826843163862763897,4,TapTap,https://www.taptap.cn/review/49636173
我去，这个爆率真的好高呀，萌新还有新手保护期，很多怪物看到我都绕道而行了，而且好多怪物都很脆弱，而且还有很多的玩法，还可以交很多朋友，真的很高级啊,2026-07-16T16:43:15+08:00,taptap_review,moment:826859197680324587,5,TapTap,https://www.taptap.cn/review/49637281
超自然你拉了，新手教程一次行动解锁员工我玩了三次解锁不了，找客服一直在排队，死都排不上队，什么客服，垃圾客服吧？QQ也是不回复的，同玩的好友都过了？sb吧？[表情_点赞][表情_点赞][表情_点赞],2026-07-16T16:43:47+08:00,taptap_review,moment:826859331751249214,1,TapTap,https://www.taptap.cn/review/49637296
就是红丸较多,2026-07-16T17:00:35+08:00,taptap_review,moment:826863558716293417,4,TapTap,https://www.taptap.cn/review/49637585
"他妈跟个智障一样，不会做游戏别做，赶紧完蛋吧，被蛇妖攻击还能被蝙蝠抱头，开虫谷双人棺强制动画还能被鲶鱼咬，被蛤蟆吃还能被兵俑踹，牛逼，啥子游戏赶紧完蛋吧
S1老玩家哈，越做越烂，赶紧完蛋吧",2026-07-16T17:17:53+08:00,taptap_review,moment:826867912303182115,1,TapTap,https://www.taptap.cn/review/49637856
我是s4赛季朋友推荐入坑的 出皮肤快 有点圈钱是真的 但谢谢你让我遇到了我的天使女孩 她卖号了我也打算出号了 想入坑的宝宝建议不要充这么多 以防后面出号价钱太低后悔死了,2026-07-16T17:19:33+08:00,taptap_review,moment:826868334640235007,4,TapTap,https://www.taptap.cn/review/49637884
别打四队。,2026-07-16T17:22:58+08:00,taptap_review,moment:826869193805662753,5,TapTap,https://www.taptap.cn/review/49637950
很好玩，感觉爆率也蛮高的,2026-07-16T17:23:52+08:00,taptap_review,moment:826869420235164756,5,TapTap,https://www.taptap.cn/review/49637966
很不错，如果能再给我出一个天下第一剑，我直接永远玩这个游戏,2026-07-16T17:25:22+08:00,taptap_review,moment:826869798297144240,5,TapTap,https://www.taptap.cn/review/49638002
还是非常好玩的，就是新出的那个地图，云南虫谷，棺分布的好散开不完也凑不齐，傩面也好难找，尤其是那个蛇妖和戏偶这俩一见面，戏偶打蛇妖一下蛇妖就来打员工，员工也是平白无故躺枪了，而且小熊猫的杀伤力能往下调一调吗？一刀一个摸金符，腰包还没他废的快,2026-07-16T17:52:14+08:00,taptap_review,moment:826876557069913081,5,TapTap,https://www.taptap.cn/review/49638446
可以可以，自由度很高，呃CP。。那前几个大火的没一个喜欢磕的，和朋友玩的也很开心，还是很推荐入坑的,2026-07-16T18:14:04+08:00,taptap_review,moment:826882054334450897,4,TapTap,https://www.taptap.cn/review/49638779
连弩不削不改,2026-07-16T18:31:38+08:00,taptap_review,moment:826886472752694211,1,TapTap,https://www.taptap.cn/review/49639066
超自然，你有没有玩过自己的游戏？延迟499是人能玩出来的吗？唉，我旁边一堆怪，刷宝藏房了，我拿着龙珠呢，我在大厅，我甚至还能卡要干嘛？,2026-07-16T18:31:56+08:00,taptap_review,moment:826886548346637767,1,TapTap,https://www.taptap.cn/review/49639071
"大剑便法棍
鬼玺变土拨鼠",2026-07-16T19:09:30+08:00,taptap_review,moment:826896001334773131,1,TapTap,https://www.taptap.cn/review/49639601
不到好多就是%上市公司活的好好的好像跟小孩子家家自己下班好像黄旭熙还想继续不到好久电话,2026-07-16T19:24:48+08:00,taptap_review,moment:826899852263687415,5,TapTap,https://www.taptap.cn/review/49639818
听说新出了一个躲猫猫模式，为什么我没有，不给我躲猫猫模式，必须打个差评啊,2026-07-16T20:00:01+08:00,taptap_review,moment:826908714786095452,1,TapTap,https://www.taptap.cn/review/49640324
每天都更新，更成这样吗？用流量更了还一直卡这，见鬼去吧你这破游戏😠,2026-07-16T20:11:14+08:00,taptap_review,moment:826911539800836463,1,TapTap,https://www.taptap.cn/review/49640482
我登不上我的账号了 有没有办法啊 我没绑手机号 有没有其他办法啊😦,2026-07-16T20:39:59+08:00,taptap_review,moment:826918775419830834,1,TapTap,https://www.taptap.cn/review/49640873
嗯，就是皮肤爆率太差了呀，但是最近新出的联动还是比较不错的，就是嗯，少圈点吧，钱包受不住啊,2026-07-16T21:18:22+08:00,taptap_review,moment:826928435161991783,4,TapTap,https://www.taptap.cn/review/49641434
游戏整体风格恐怖有趣不过就是怪物太多了，嗯，我是S2赛季日入坑的，现在的超自然嗯，变了很多,2026-07-16T21:22:25+08:00,taptap_review,moment:826929454000375718,3,TapTap,https://www.taptap.cn/review/49641497
"虽然我不怎么玩超自然，但我也大概了解了一些，我个人感觉挺好玩的，挺有意思的。

就是有一点小问题，为什么每一局就只上一颗星？是我做的不够好吗？

我玩的少不太懂，然后就是画面有点太黑了，建议调亮一些，我不想用手电筒，谢谢。",2026-07-16T21:38:17+08:00,taptap_review,moment:826933445228757530,4,TapTap,https://www.taptap.cn/review/49641776
建议把传送的时候改为无敌要不然传送的时候老是被打断,2026-07-16T21:58:03+08:00,taptap_review,moment:826938421149699043,4,TapTap,https://www.taptap.cn/review/49642071
游戏网卡烦，玩一会卡退一会，网卡不修，玩四队遇到氪金的把被人飞天调成传奇低伤王，画质感很差，皮肤建模丑，总是跟新东西卡的不行，出金概率低，不负责，bug不修,2026-07-16T22:02:41+08:00,taptap_review,moment:826939587594029032,1,TapTap,https://www.taptap.cn/review/49642159
"🎮可玩性：
可以前往任何地图探险摸金
可以打牌。我要验牌 (ૢ˃ꌂ˂⁎)
可以种菜但要小心好友偷菜
还有各种玩法，等你探索",2026-07-16T22:15:21+08:00,taptap_review,moment:826942772220004755,5,TapTap,https://www.taptap.cn/review/49642336
我的妈呀，刚开几局，云南虫谷给我开了几个大金，太太太太太太太太太太太太太高兴了。唉，怎么说，打进了有天下第一剑和神杯，我的妈呀。真不行了，我还是带着我靠山，我靠山一点都不顶用，圣杯是我自己野生捡的，太太太太太高兴了，天下第一剑，我靠山给我的，哈哈哈，我的靠山怎么这么好啊？,2026-07-16T22:38:33+08:00,taptap_review,moment:826948610120745898,5,TapTap,https://www.taptap.cn/review/49642739
这蛇妖和戏偶能不能削一下啊，玩一把游戏早上10点一直变身，玩不了一点啊，还一直锁头，全是怪,2026-07-16T22:39:32+08:00,taptap_review,moment:826948859782498046,3,TapTap,https://www.taptap.cn/review/49642753
我不行了，玩个龙宫普管都灰了，金的都是镜子和金尊，最后一个保底鬼玺，吓哭了好不好,2026-07-16T22:53:58+08:00,taptap_review,moment:826952492670517814,2,TapTap,https://www.taptap.cn/review/49642984
广告这么多，我看见就烦。,2026-07-16T23:00:07+08:00,taptap_review,moment:826954040809096786,1,TapTap,https://www.taptap.cn/review/49643064
爆率高，很好玩,2026-07-16T23:13:45+08:00,taptap_review,moment:826957468759229766,5,TapTap,https://www.taptap.cn/review/49643267
加四队金棺爆率好吧,2026-07-16T23:16:22+08:00,taptap_review,moment:826958128254812869,5,TapTap,https://www.taptap.cn/review/49643298
中奖概率呗高，奖品也麻倍好,2026-07-17T00:53:11+08:00,taptap_review,moment:826982492547321763,5,TapTap,https://www.taptap.cn/review/49644466
我玩过，真的好好玩，而且员工还有免费的两个，建模也特别哇塞,2026-07-17T00:58:04+08:00,taptap_review,moment:826983722124313615,5,TapTap,https://www.taptap.cn/review/49644511
"all艾晚安
让我们致敬世界上安全系数最高最不容易被盗号的游戏",2026-07-17T00:58:15+08:00,taptap_review,moment:826983769612224839,1,TapTap,https://www.taptap.cn/review/49644514
